param_clf__max_features,param_clf__min_samples_leaf,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
sqrt,1,0.16681,0.5,5,0.7033333333333334,0.06359594676112974,233,0.6333333333333333,0.7333333333333334,0.7166666666666667,0.6333333333333333,0.8,0.5464414596557617,0.021136903762817384
sqrt,1,0.16681,0.5,10,0.6766666666666667,0.042946995755750415,319,0.6166666666666667,0.6333333333333333,0.7166666666666667,0.7166666666666667,0.7,0.547422218322754,0.02112746238708496
sqrt,1,0.16681,0.5,20,0.7733333333333332,0.04666666666666666,24,0.7166666666666667,0.8166666666666667,0.7166666666666667,0.8166666666666667,0.8,0.5497909545898437,0.021057844161987305
sqrt,1,0.16681,0.5,50,0.7566666666666666,0.07644896627453145,40,0.8166666666666667,0.8166666666666667,0.6333333333333333,0.8166666666666667,0.7,0.5582405090332031,0.02105860710144043
sqrt,1,0.16681,0.7,5,0.7200000000000001,0.05312459150169745,153,0.6333333333333333,0.7333333333333334,0.7166666666666667,0.7166666666666667,0.8,0.529381513595581,0.021146249771118165
sqrt,1,0.16681,0.7,10,0.6599999999999999,0.0402768199119819,365,0.6166666666666667,0.6333333333333333,0.6333333333333333,0.7166666666666667,0.7,0.5314789772033691,0.02119278907775879
sqrt,1,0.16681,0.7,20,0.7533333333333334,0.09683892697555967,62,0.6166666666666667,0.7166666666666667,0.7166666666666667,0.8166666666666667,0.9,0.5350741863250732,0.021103715896606444
sqrt,1,0.16681,0.7,50,0.7266666666666666,0.0958007190879994,139,0.7166666666666667,0.8166666666666667,0.8333333333333333,0.5666666666666667,0.7,0.5417569160461426,0.02100830078125
sqrt,1,0.16681,0.9,5,0.6433333333333333,0.08273115763993906,395,0.6333333333333333,0.7333333333333334,0.6333333333333333,0.7166666666666667,0.5,0.5421480178833008,0.021068668365478514
sqrt,1,0.16681,0.9,10,0.66,0.05436502143433363,359,0.6166666666666667,0.6333333333333333,0.7333333333333334,0.7166666666666667,0.6000000000000001,0.543196725845337,0.021263504028320314
