param_clf__shrink_threshold,param_selector__C,param_selector__l1_ratio,param_selector__top_k,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,mean_score_time
,2.15443,0.7,50,0.6733333333333333,0.08666666666666666,309,0.7166666666666667,0.8166666666666667,0.6166666666666667,0.5666666666666667,0.65,0.29846835136413574,0.0012433528900146484
,2.15443,0.9,5,0.6599999999999999,0.08666666666666666,368,0.65,0.8166666666666667,0.65,0.6333333333333333,0.55,0.33141131401062013,0.0012225627899169922
,2.15443,0.9,10,0.6033333333333333,0.1465908895153068,493,0.55,0.8166666666666667,0.6333333333333333,0.65,0.3666666666666667,0.3328548431396484,0.0012264251708984375
,2.15443,0.9,20,0.6933333333333332,0.09637888196533974,231,0.7166666666666667,0.8166666666666667,0.5333333333333333,0.75,0.65,0.3338139533996582,0.0012378215789794922
,2.15443,0.9,50,0.6533333333333333,0.11566234381931648,403,0.7166666666666667,0.8166666666666667,0.6166666666666667,0.4666666666666667,0.65,0.33682570457458494,0.0012653827667236327
,7.74264,0.1,5,0.5733333333333335,0.10519822558706335,498,0.65,0.55,0.48333333333333334,0.7333333333333334,0.45,0.274140453338623,0.0012547492980957032
,7.74264,0.1,10,0.6233333333333334,0.10413666234542207,472,0.7333333333333334,0.6333333333333333,0.4666666666666667,0.7333333333333334,0.55,0.27512426376342775,0.0012111663818359375
,7.74264,0.1,20,0.73,0.09451631252505219,73,0.9,0.7333333333333334,0.6333333333333333,0.65,0.7333333333333334,0.2756207466125488,0.001219463348388672
,7.74264,0.1,50,0.6666666666666666,0.09486832980505139,344,0.7166666666666667,0.8166666666666667,0.5333333333333333,0.6333333333333333,0.6333333333333333,0.2729624271392822,0.0012571334838867188
,7.74264,0.3,5,0.6799999999999999,0.07257180352359081,295,0.7333333333333334,0.55,0.7333333333333334,0.7333333333333334,0.65,0.3799893379211426,0.0012732982635498048
,7.74264,0.3,10,0.6766666666666665,0.09463379711052256,308,0.8333333333333333,0.7166666666666667,0.55,0.6333333333333333,0.65,0.3767093181610107,0.0012315273284912109
,7.74264,0.3,20,0.6833333333333333,0.16261747890200626,279,0.9,0.8166666666666667,0.43333333333333335,0.6333333333333333,0.6333333333333333,0.37902002334594725,0.0012423038482666016
,7.74264,0.3,50,0.6866666666666666,0.0896908269804914,259,0.7166666666666667,0.8166666666666667,0.7166666666666667,0.55,0.6333333333333333,0.37815065383911134,0.0012289047241210937
,7.74264,0.5,5,0.6100000000000001,0.10624918300339486,485,0.5666666666666667,0.55,0.7333333333333334,0.7333333333333334,0.4666666666666667,0.4734950065612793,0.0013199806213378905
,7.74264,0.5,10,0.72,0.0858939915115008,120,0.8333333333333333,0.8166666666666667,0.65,0.65,0.65,0.472355318069458,0.00124969482421875
,7.74264,0.5,20,0.7133333333333334,0.12445436468396313,135,0.9,0.8166666666666667,0.6333333333333333,0.5666666666666667,0.65,0.47024173736572267,0.0012514591217041016
